Kp,Kd,risk_score,new_relative_error_mean,rms_relative_error_new,new_error_mean,rms_target_error_new,relative_error_reduction_ratio,sat_ratio,qdot_limit_rate,max_abs_qdot_new,max_abs_tau_new,smoothness_cost
120.0,10.0,0.8887740929446668,0.764959148601999,1.0538452150224704,0.09808699985224051,0.13143188324925095,0.1416970409332895,0.000969154007382264,0.004748390926121715,2.0,60.0,0.06639262277616216
130.0,10.0,0.8958645162164314,0.7558257659120649,1.0444485308615155,0.09661666125231046,0.12966798107327043,0.15194492071011897,0.001483872164413036,0.006937102368630943,2.0,60.0,0.09446785980740391
110.0,10.0,0.8976555691190166,0.7746910669759516,1.0638466920898633,0.09965222267321355,0.1333463007044247,0.13077758941352582,0.0006260085693617495,0.003000204032422607,2.0,60.0,0.0449043091683879
100.0,10.0,0.9059161924794435,0.7844495146648153,1.0734218799905468,0.10130493342094579,0.13540805716733495,0.11982837135063133,0.0003802422421308404,0.0018131063008921782,2.0,60.0,0.028609333650515878
140.0,10.0,0.9092882007527965,0.7474674836784874,1.0360704057109353,0.09522474088076129,0.12803820839161803,0.16132311873141855,0.002184074341995437,0.009839927290263945,2.0,60.0,0.12930001294930954
150.0,10.0,0.9243446768346646,0.7395766026529143,1.0282485968179507,0.09390454085881546,0.12652845630928253,0.17017688111372398,0.0030790347411570494,0.013109083152486415,2.0,60.0,0.17012605339720568
160.0,10.0,0.940008733209659,0.732042168536242,1.0208377608725672,0.09264830293685744,0.1251253896235133,0.17863070130667333,0.00428004377422885,0.017444772132880752,2.0,60.0,0.21633941732401585
170.0,10.0,0.9579593883403187,0.7246996417721971,1.0135589730388588,0.09145126002845752,0.12381875648584525,0.18686919673498958,0.005578431918090257,0.02284235713093317,2.0,60.0,0.26689135428627
180.0,10.0,0.9755674271034418,0.7176551261016562,1.0065701369243278,0.09031312329349052,0.12260733555063807,0.19477331639453888,0.0072106912989445965,0.029348209151781574,2.0,60.0,0.3210845143016776
190.0,10.0,0.9933244004065257,0.7108642056646578,0.9998407297599876,0.08923160913098667,0.12148815736673697,0.20239289597145413,0.00893105558956096,0.036915957190288055,2.0,60.0,0.37734187293587096
200.0,10.0,1.0119843027792443,0.7043082783631681,0.9933369003299413,0.08820281323768117,0.12045309692581528,0.20974880747676578,0.010809081297646208,0.04521173000945969,2.0,60.0,0.43510261943723416
210.0,10.0,1.0302333926985743,0.6979430947727705,0.9869794841312274,0.08722521693487058,0.1194983509955877,0.2168906998518364,0.012951421735017529,0.054360729323168815,2.0,60.0,0.4942793790063486
220.0,10.0,1.0469736075561658,0.6917114582211905,0.9807305804049983,0.08629399183650531,0.11861282903850899,0.22388274916822704,0.015603843228905831,0.06365347875280544,2.0,60.0,0.5537160107113789
230.0,10.0,1.0648698573859605,0.6856886308332535,0.9746538214562398,0.08541347785022359,0.11779942700129634,0.2306405094727632,0.018497393949511252,0.07282102646856974,2.0,60.0,0.6134232436644311
230.0,20.0,1.0757390645367992,0.817089935446207,1.090904943693588,0.10373927235362713,0.13239468878764887,0.0832050172891098,0.11703577986756442,0.7205544117374288,2.0,60.0,0.5378156007513113
250.0,20.0,1.0776649079709375,0.8048581366631935,1.0791656937481595,0.10134299173242951,0.12986565523447027,0.09692939604757785,0.12447368909168476,0.7075612560977872,2.0,60.0,0.6410032331269263
